id (store),year,month,week,usa,after, sales ,,,,
23,2012,1,3,0,1,36092.00,,,,
23,2012,1,4,0,1,54876.00,,,,
23,2012,1,5,0,1,50805.00,,,,
23,2012,1,6,0,1,36599.00,,,,
23,2012,2,7,0,1,52197.00,,,,
23,2012,2,8,0,1,38010.00,,,,
23,2012,2,9,0,1,52135.00,,,,
23,2012,2,10,0,1,39265.00,,,,
23,2012,3,11,0,1,66774.00,,,,
23,2012,3,12,0,1,49221.00,,,,
23,2012,3,13,0,1,57355.00,,,,
23,2012,3,14,0,1,70558.00,,,,
23,2012,4,15,0,1,62263.00,,,,
23,2012,4,16,0,1,84059.00,,,,
25,2011,4,16,0,0,30546.00,,,,
25,2011,4,17,0,0,23680.00,,,,
25,2011,4,18,0,0,38219.00,,,,
25,2011,5,19,0,0,32507.00,,,,
25,2011,5,20,0,0,39171.00,,,,
25,2011,5,21,0,0,29061.00,,,,
25,2011,5,22,0,0,32805.00,,,,
25,2011,5,23,0,0,25487.00,,,,
25,2011,6,24,0,0,21874.00,,,,
25,2011,6,25,0,0,37526.00,,,,
25,2011,6,26,0,0,27684.00,,,,
25,2011,6,27,0,0,44247.00,,,,
25,2011,7,28,0,0,17729.00,,,,
25,2011,7,29,0,0,21176.00,,,,
25,2011,7,30,0,0,36063.00,,,,
25,2011,7,31,0,0,21473.00,,,,
25,2011,8,32,0,0,25444.00,,,,
25,2011,8,33,0,0,27602.00,,,,
25,2011,8,34,0,0,24345.00,,,,
25,2011,8,35,0,0,21158.00,,,,
25,2011,8,36,0,0,22175.00,,,,
25,2011,9,37,0,0,42554.00,,,,
25,2011,9,38,0,0,35398.00,,,,
25,2011,9,39,0,0,28171.00,,,,
25,2011,9,40,0,0,30354.00,,,,
25,2011,10,41,0,0,29269.00,,,,
25,2011,10,42,0,0,50634.00,,,,
25,2011,10,43,0,1,31731.00,,,,
25,2011,10,44,0,1,21314.00,,,,
25,2011,10,45,0,1,25796.00,,,,
25,2011,11,46,0,1,21132.00,,,,
25,2011,11,47,0,1,47188.00,,,,
25,2011,11,48,0,1,52272.00,,,,
25,2011,11,49,0,1,24775.00,,,,
25,2011,12,50,0,1,38901.00,,,,
25,2011,12,51,0,1,29916.00,,,,
25,2011,12,52,0,1,29865.00,,,,
25,2011,12,53,0,1,23504.00,,,,
25,2012,1,1,0,1,10935.00,,,,
25,2012,1,2,0,1,18871.00,,,,
25,2012,1,3,0,1,14023.00,,,,
25,2012,1,4,0,1,19949.00,,,,
25,2012,1,5,0,1,20652.00,,,,
25,2012,1,6,0,1,18467.00,,,,
25,2012,2,7,0,1,22621.00,,,,
25,2012,2,8,0,1,19949.00,,,,
25,2012,2,9,0,1,22382.00,,,,
25,2012,2,10,0,1,20507.00,,,,
25,2012,3,11,0,1,17805.00,,,,
25,2012,3,12,0,1,24572.00,,,,
25,2012,3,13,0,1,27396.00,,,,
25,2012,3,14,0,1,35122.00,,,,
25,2012,4,15,0,1,20052.00,,,,
25,2012,4,16,0,1,22903.00,,,,
27,2011,4,16,1,0,49171.00,,,,
27,2011,4,17,1,0,45800.00,,,,
27,2011,4,18,1,0,56774.00,,,,
27,2011,5,19,1,0,54446.00,,,,
27,2011,5,20,1,0,35616.00,,,,
27,2011,5,21,1,0,50578.00,,,,
27,2011,5,22,1,0,65144.00,,,,
27,2011,5,23,1,0,72962.00,,,,
27,2011,6,24,1,0,63526.00,,,,
27,2011,6,25,1,0,89839.00,,,,
27,2011,6,26,1,0,77274.00,,,,
27,2011,6,27,1,0,45110.00,,,,
27,2011,7,28,1,0,66874.00,,,,
27,2011,7,29,1,0,52319.00,,,,
27,2011,7,30,1,0,64615.00,,,,
27,2011,7,31,1,0,40260.00,,,,
27,2011,8,32,1,0,40221.00,,,,
27,2011,8,33,1,0,39473.00,,,,
27,2011,8,34,1,0,24908.00,,,,
27,2011,8,35,1,0,23840.00,,,,
27,2011,8,36,1,0,45578.00,,,,
27,2011,9,37,1,0,72566.00,,,,
27,2011,9,38,1,0,65244.00,,,,
27,2011,9,39,1,0,67052.00,,,,
27,2011,9,40,1,0,53473.00,,,,
27,2011,10,41,1,0,61523.00,,,,
27,2011,10,42,1,0,82388.00,,,,
27,2011,10,43,1,1,44395.00,,,,
27,2011,10,44,1,1,50249.00,,,,
27,2011,10,45,1,1,48366.00,,,,
27,2011,11,46,1,1,64210.00,,,,
27,2011,11,47,1,1,81937.00,,,,
27,2011,11,48,1,1,64625.00,,,,
27,2011,11,49,1,1,101721.00,,,,
27,2011,12,50,1,1,63225.00,,,,
27,2011,12,51,1,1,73507.00,,,,
27,2011,12,52,1,1,65959.00,,,,
27,2011,12,53,1,1,93503.00,,,,
27,2012,1,1,1,1,29237.00,,,,
27,2012,1,2,1,1,49871.00,,,,
27,2012,1,3,1,1,34132.00,,,,
27,2012,1,4,1,1,33295.00,,,,
27,2012,1,5,1,1,30550.00,,,,
27,2012,1,6,1,1,57234.00,,,,
27,2012,2,7,1,1,31352.00,,,,
27,2012,2,8,1,1,57415.00,,,,
27,2012,2,9,1,1,42167.00,,,,
27,2012,2,10,1,1,43155.00,,,,
27,2012,3,11,1,1,38812.00,,,,
27,2012,3,12,1,1,54250.00,,,,
27,2012,3,13,1,1,59960.00,,,,
27,2012,3,14,1,1,78904.00,,,,
27,2012,4,15,1,1,25685.00,,,,
27,2012,4,16,1,1,58847.00,,,,
29,2011,4,16,1,0,33547.00,,,,
29,2011,4,17,1,0,33960.00,,,,
29,2011,4,18,1,0,46585.00,,,,
29,2011,5,19,1,0,48947.00,,,,
29,2011,5,20,1,0,25485.00,,,,
29,2011,5,21,1,0,33404.00,,,,
29,2011,5,22,1,0,35206.00,,,,
29,2011,5,23,1,0,37750.00,,,,
29,2011,6,24,1,0,56108.00,,,,
29,2011,6,25,1,0,41417.00,,,,
29,2011,6,26,1,0,39419.00,,,,
29,2011,6,27,1,0,37994.00,,,,
29,2011,7,28,1,0,36402.00,,,,
29,2011,7,29,1,0,20495.00,,,,
29,2011,7,30,1,0,28037.00,,,,
29,2011,7,31,1,0,28914.00,,,,
29,2011,8,32,1,0,35198.00,,,,
29,2011,8,33,1,0,27310.00,,,,
29,2011,8,34,1,0,19089.00,,,,
29,2011,8,35,1,0,26405.00,,,,
29,2011,8,36,1,0,39438.00,,,,
29,2011,9,37,1,0,53209.00,,,,
29,2011,9,38,1,0,50307.00,,,,
29,2011,9,39,1,0,34417.00,,,,
29,2011,9,40,1,0,32934.00,,,,
29,2011,10,41,1,0,40115.00,,,,
29,2011,10,42,1,0,78009.00,,,,
29,2011,10,43,1,1,26546.00,,,,
29,2011,10,44,1,1,24713.00,,,,
29,2011,10,45,1,1,31656.00,,,,
29,2011,11,46,1,1,44133.00,,,,
29,2011,11,47,1,1,57334.00,,,,
29,2011,11,48,1,1,63062.00,,,,
29,2011,11,49,1,1,45240.00,,,,
29,2011,12,50,1,1,53901.00,,,,
29,2011,12,51,1,1,58248.00,,,,
29,2011,12,52,1,1,53566.00,,,,
29,2011,12,53,1,1,52609.00,,,,
29,2012,1,1,1,1,25070.00,,,,
29,2012,1,2,1,1,57446.00,,,,
29,2012,1,3,1,1,22751.00,,,,
29,2012,1,4,1,1,22564.00,,,,
29,2012,1,5,1,1,23326.00,,,,
29,2012,1,6,1,1,35887.00,,,,
29,2012,2,7,1,1,22436.00,,,,
29,2012,2,8,1,1,22214.00,,,,
29,2012,2,9,1,1,17963.00,,,,
29,2012,2,10,1,1,27007.00,,,,
29,2012,3,11,1,1,59105.00,,,,
29,2012,3,12,1,1,35356.00,,,,
29,2012,3,13,1,1,33091.00,,,,
29,2012,3,14,1,1,34264.00,,,,
29,2012,4,15,1,1,35579.00,,,,
29,2012,4,16,1,1,29351.00,,,,
31,2011,4,16,1,0,51316.00,,,,
31,2011,4,17,1,0,49823.00,,,,
31,2011,4,18,1,0,61830.00,,,,
31,2011,5,19,1,0,58013.00,,,,
31,2011,5,20,1,0,62070.00,,,,
31,2011,5,21,1,0,67047.00,,,,
31,2011,5,22,1,0,75423.00,,,,
31,2011,5,23,1,0,68415.00,,,,
31,2011,6,24,1,0,55765.00,,,,
31,2011,6,25,1,0,87191.00,,,,
31,2011,6,26,1,0,69420.00,,,,
31,2011,6,27,1,0,53019.00,,,,
31,2011,7,28,1,0,53126.00,,,,
31,2011,7,29,1,0,94644.00,,,,
31,2011,7,30,1,0,44952.00,,,,
31,2011,7,31,1,0,54339.00,,,,
31,2011,8,32,1,0,48812.00,,,,
31,2011,8,33,1,0,71913.00,,,,
31,2011,8,34,1,0,59454.00,,,,
31,2011,8,35,1,0,31608.00,,,,
31,2011,8,36,1,0,38922.00,,,,
31,2011,9,37,1,0,90384.00,,,,
31,2011,9,38,1,0,77217.00,,,,
31,2011,9,39,1,0,63443.00,,,,
31,2011,9,40,1,0,69980.00,,,,
31,2011,10,41,1,0,111993.00,,,,
31,2011,10,42,1,0,113664.00,,,,
31,2011,10,43,1,1,49624.00,,,,
31,2011,10,44,1,1,77269.00,,,,
31,2011,10,45,1,1,78322.00,,,,
31,2011,11,46,1,1,65196.00,,,,
31,2011,11,47,1,1,76289.00,,,,
31,2011,11,48,1,1,73455.00,,,,
31,2011,11,49,1,1,69903.00,,,,
31,2011,12,50,1,1,74606.00,,,,
31,2011,12,51,1,1,128548.00,,,,
31,2011,12,52,1,1,67012.00,,,,
31,2011,12,53,1,1,42229.00,,,,
31,2012,1,1,1,1,12613.00,,,,
31,2012,1,2,1,1,62538.00,,,,
31,2012,1,3,1,1,53913.00,,,,
31,2012,1,4,1,1,45722.00,,,,
31,2012,1,5,1,1,39787.00,,,,
31,2012,1,6,1,1,51986.00,,,,
31,2012,2,7,1,1,27520.00,,,,
31,2012,2,8,1,1,54887.00,,,,
31,2012,2,9,1,1,46799.00,,,,
31,2012,2,10,1,1,40834.00,,,,
31,2012,3,11,1,1,72845.00,,,,
31,2012,3,12,1,1,48519.00,,,,
31,2012,3,13,1,1,61725.00,,,,
31,2012,3,14,1,1,77946.00,,,,
31,2012,4,15,1,1,26275.00,,,,
31,2012,4,16,1,1,44626.00,,,,
33,2011,4,16,1,0,38233.00,,,,
33,2011,4,17,1,0,32389.00,,,,
33,2011,4,18,1,0,49964.00,,,,
33,2011,5,19,1,0,41158.00,,,,
33,2011,5,20,1,0,79972.00,,,,
33,2011,5,21,1,0,50056.00,,,,
33,2011,5,22,1,0,60221.00,,,,
33,2011,5,23,1,0,57677.00,,,,
33,2011,6,24,1,0,29271.00,,,,
33,2011,6,25,1,0,57781.00,,,,
33,2011,6,26,1,0,57320.00,,,,
33,2011,6,27,1,0,52109.00,,,,
33,2011,7,28,1,0,32990.00,,,,
33,2011,7,29,1,0,53768.00,,,,
33,2011,7,30,1,0,58612.00,,,,
33,2011,7,31,1,0,41627.00,,,,
33,2011,8,32,1,0,51694.00,,,,
33,2011,8,33,1,0,57463.00,,,,
33,2011,8,34,1,0,42893.00,,,,
33,2011,8,35,1,0,30996.00,,,,
33,2011,8,36,1,0,24810.00,,,,
33,2011,9,37,1,0,78260.00,,,,
33,2011,9,38,1,0,38904.00,,,,
33,2011,9,39,1,0,81762.00,,,,
33,2011,9,40,1,0,51334.00,,,,
33,2011,10,41,1,0,52314.00,,,,
33,2011,10,42,1,0,90421.00,,,,
33,2011,10,43,1,1,37330.00,,,,
33,2011,10,44,1,1,64877.00,,,,
33,2011,10,45,1,1,45841.00,,,,
33,2011,11,46,1,1,48967.00,,,,
33,2011,11,47,1,1,58534.00,,,,
33,2011,11,48,1,1,54526.00,,,,
33,2011,11,49,1,1,33965.00,,,,
33,2011,12,50,1,1,69095.00,,,,
33,2011,12,51,1,1,47729.00,,,,
33,2011,12,52,1,1,69755.00,,,,
33,2011,12,53,1,1,64058.00,,,,
33,2012,1,1,1,1,21795.00,,,,
33,2012,1,2,1,1,43449.00,,,,
33,2012,1,3,1,1,36818.00,,,,
33,2012,1,4,1,1,34924.00,,,,
33,2012,1,5,1,1,39084.00,,,,
33,2012,1,6,1,1,49522.00,,,,
33,2012,2,7,1,1,28600.00,,,,
33,2012,2,8,1,1,27304.00,,,,
33,2012,2,9,1,1,34936.00,,,,
33,2012,2,10,1,1,52013.00,,,,
33,2012,3,11,1,1,43550.00,,,,
33,2012,3,12,1,1,36582.00,,,,
33,2012,3,13,1,1,32318.00,,,,
33,2012,3,14,1,1,59143.00,,,,
33,2012,4,15,1,1,35246.00,,,,
33,2012,4,16,1,1,48091.00,,,,
35,2011,4,16,1,0,114215.00,,,,
35,2011,4,17,1,0,62249.00,,,,
35,2011,4,18,1,0,67448.00,,,,
35,2011,5,19,1,0,131852.00,,,,
35,2011,5,20,1,0,97493.00,,,,
35,2011,5,21,1,0,142961.00,,,,
35,2011,5,22,1,0,85176.00,,,,
35,2011,5,23,1,0,122044.00,,,,
35,2011,6,24,1,0,107271.00,,,,
35,2011,6,25,1,0,188485.00,,,,
35,2011,6,26,1,0,101893.00,,,,
35,2011,6,27,1,0,123931.00,,,,
35,2011,7,28,1,0,79288.00,,,,
35,2011,7,29,1,0,111460.00,,,,
35,2011,7,30,1,0,211770.00,,,,
35,2011,7,31,1,0,114893.00,,,,
35,2011,8,32,1,0,115808.00,,,,
35,2011,8,33,1,0,104678.00,,,,
35,2011,8,34,1,0,102082.00,,,,
35,2011,8,35,1,0,63145.00,,,,
35,2011,8,36,1,0,80588.00,,,,
35,2011,9,37,1,0,139365.00,,,,
35,2011,9,38,1,0,116332.00,,,,
35,2011,9,39,1,0,120241.00,,,,
35,2011,9,40,1,0,137989.00,,,,
35,2011,10,41,1,0,135072.00,,,,
35,2011,10,42,1,0,165972.00,,,,
35,2011,10,43,1,1,86266.00,,,,
35,2011,10,44,1,1,94071.00,,,,
35,2011,10,45,1,1,74330.00,,,,
35,2011,11,46,1,1,139219.00,,,,
35,2011,11,47,1,1,124786.00,,,,
35,2011,11,48,1,1,203006.00,,,,
35,2011,11,49,1,1,162904.00,,,,
35,2011,12,50,1,1,103706.00,,,,
35,2011,12,51,1,1,180788.00,,,,
35,2011,12,52,1,1,134671.00,,,,
35,2011,12,53,1,1,93495.00,,,,
35,2012,1,1,1,1,48662.00,,,,
35,2012,1,2,1,1,94143.00,,,,
35,2012,1,3,1,1,81697.00,,,,
35,2012,1,4,1,1,97169.00,,,,
35,2012,1,5,1,1,48012.00,,,,
35,2012,1,6,1,1,69116.00,,,,
35,2012,2,7,1,1,62837.00,,,,
35,2012,2,8,1,1,78473.00,,,,
35,2012,2,9,1,1,90874.00,,,,
35,2012,2,10,1,1,78138.00,,,,
35,2012,3,11,1,1,79580.00,,,,
35,2012,3,12,1,1,69698.00,,,,
35,2012,3,13,1,1,75561.00,,,,
35,2012,3,14,1,1,112828.00,,,,
35,2012,4,15,1,1,141078.00,,,,
35,2012,4,16,1,1,105601.00,,,,
37,2011,4,16,0,0,21940.00,,,,
37,2011,4,17,0,0,36237.00,,,,
37,2011,4,18,0,0,40952.00,,,,
37,2011,5,19,0,0,24646.00,,,,
37,2011,5,20,0,0,38962.00,,,,
37,2011,5,21,0,0,46173.00,,,,
37,2011,5,22,0,0,37105.00,,,,
37,2011,5,23,0,0,42747.00,,,,
37,2011,6,24,0,0,44280.00,,,,
37,2011,6,25,0,0,32606.00,,,,
37,2011,6,26,0,0,47342.00,,,,
37,2011,6,27,0,0,39471.00,,,,
37,2011,7,28,0,0,51798.00,,,,
37,2011,7,29,0,0,42782.00,,,,
37,2011,7,30,0,0,41621.00,,,,
37,2011,7,31,0,0,35029.00,,,,
37,2011,8,32,0,0,41839.00,,,,
37,2011,8,33,0,0,46839.00,,,,
37,2011,8,34,0,0,36734.00,,,,
37,2011,8,35,0,0,34275.00,,,,
37,2011,8,36,0,0,28528.00,,,,
37,2011,9,37,0,0,51252.00,,,,
37,2011,9,38,0,0,47869.00,,,,
37,2011,9,39,0,0,29952.00,,,,
37,2011,9,40,0,0,45731.00,,,,
37,2011,10,41,0,0,30465.00,,,,
37,2011,10,42,0,0,80538.00,,,,
37,2011,10,43,0,1,25793.00,,,,
37,2011,10,44,0,1,38367.00,,,,
37,2011,10,45,0,1,39717.00,,,,
37,2011,11,46,0,1,57768.00,,,,
37,2011,11,47,0,1,44582.00,,,,
37,2011,11,48,0,1,40122.00,,,,
37,2011,11,49,0,1,33741.00,,,,
37,2011,12,50,0,1,65499.00,,,,
37,2011,12,51,0,1,39250.00,,,,
37,2011,12,52,0,1,28981.00,,,,
37,2011,12,53,0,1,30237.00,,,,
37,2012,1,1,0,1,14173.00,,,,
37,2012,1,2,0,1,38756.00,,,,
37,2012,1,3,0,1,32906.00,,,,
37,2012,1,4,0,1,26545.00,,,,
37,2012,1,5,0,1,36021.00,,,,
37,2012,1,6,0,1,29922.00,,,,
37,2012,2,7,0,1,24981.00,,,,
37,2012,2,8,0,1,21251.00,,,,
37,2012,2,9,0,1,29735.00,,,,
37,2012,2,10,0,1,23551.00,,,,
37,2012,3,11,0,1,29209.00,,,,
37,2012,3,12,0,1,25207.00,,,,
37,2012,3,13,0,1,23544.00,,,,
37,2012,3,14,0,1,48598.00,,,,
37,2012,4,15,0,1,21952.00,,,,
37,2012,4,16,0,1,26963.00,,,,
39,2011,4,16,0,0,50335.00,,,,
39,2011,4,17,0,0,34162.00,,,,
39,2011,4,18,0,0,39750.00,,,,
39,2011,5,19,0,0,42632.00,,,,
39,2011,5,20,0,0,55181.00,,,,
39,2011,5,21,0,0,40327.00,,,,
39,2011,5,22,0,0,77665.00,,,,
39,2011,5,23,0,0,45578.00,,,,
39,2011,6,24,0,0,37231.00,,,,
39,2011,6,25,0,0,60649.00,,,,
39,2011,6,26,0,0,40216.00,,,,
39,2011,6,27,0,0,37538.00,,,,
39,2011,7,28,0,0,50089.00,,,,
39,2011,7,29,0,0,37829.00,,,,
39,2011,7,30,0,0,43856.00,,,,
39,2011,7,31,0,0,26206.00,,,,
39,2011,8,32,0,0,40431.00,,,,
39,2011,8,33,0,0,43600.00,,,,
39,2011,8,34,0,0,42017.00,,,,
39,2011,8,35,0,0,40496.00,,,,
39,2011,8,36,0,0,40557.00,,,,
39,2011,9,37,0,0,59952.00,,,,
39,2011,9,38,0,0,60412.00,,,,
39,2011,9,39,0,0,49838.00,,,,
39,2011,9,40,0,0,63882.00,,,,
39,2011,10,41,0,0,40296.00,,,,
39,2011,10,42,0,0,111913.00,,,,
39,2011,10,43,0,1,32599.00,,,,
39,2011,10,44,0,1,33321.00,,,,
39,2011,10,45,0,1,51113.00,,,,
39,2011,11,46,0,1,53547.00,,,,
39,2011,11,47,0,1,42009.00,,,,
39,2011,11,48,0,1,74647.00,,,,
39,2011,11,49,0,1,42977.00,,,,
39,2011,12,50,0,1,56003.00,,,,
39,2011,12,51,0,1,67461.00,,,,
39,2011,12,52,0,1,48120.00,,,,
39,2011,12,53,0,1,47549.00,,,,
39,2012,1,1,0,1,26349.00,,,,
39,2012,1,2,0,1,43882.00,,,,
39,2012,1,3,0,1,31373.00,,,,
39,2012,1,4,0,1,17659.00,,,,
39,2012,1,5,0,1,24791.00,,,,
39,2012,1,6,0,1,26620.00,,,,
39,2012,2,7,0,1,25330.00,,,,
39,2012,2,8,0,1,50298.00,,,,
39,2012,2,9,0,1,38205.00,,,,
39,2012,2,10,0,1,32064.00,,,,
39,2012,3,11,0,1,48893.00,,,,
39,2012,3,12,0,1,43936.00,,,,
39,2012,3,13,0,1,24275.00,,,,
39,2012,3,14,0,1,45090.00,,,,
39,2012,4,15,0,1,31310.00,,,,
39,2012,4,16,0,1,30400.00,,,,
41,2011,4,16,1,0,22638.00,,,,
41,2011,4,17,1,0,27299.00,,,,
41,2011,4,18,1,0,26157.00,,,,
41,2011,5,19,1,0,23542.00,,,,
41,2011,5,20,1,0,34387.00,,,,
41,2011,5,21,1,0,18417.00,,,,
41,2011,5,22,1,0,29423.00,,,,
41,2011,5,23,1,0,26151.00,,,,
41,2011,6,24,1,0,30655.00,,,,
41,2011,6,25,1,0,31406.00,,,,
41,2011,6,26,1,0,30691.00,,,,
41,2011,6,27,1,0,25879.00,,,,
41,2011,7,28,1,0,31527.00,,,,
41,2011,7,29,1,0,17495.00,,,,
41,2011,7,30,1,0,14700.00,,,,
41,2011,7,31,1,0,20953.00,,,,
41,2011,8,32,1,0,14953.00,,,,
41,2011,8,33,1,0,24916.00,,,,
41,2011,8,34,1,0,10621.00,,,,
41,2011,8,35,1,0,14332.00,,,,
41,2011,8,36,1,0,24455.00,,,,
41,2011,9,37,1,0,28156.00,,,,
41,2011,9,38,1,0,24769.00,,,,
41,2011,9,39,1,0,29402.00,,,,
41,2011,9,40,1,0,33559.00,,,,
41,2011,10,41,1,0,32611.00,,,,
41,2011,10,42,1,0,32740.00,,,,
41,2011,10,43,1,1,17415.00,,,,
41,2011,10,44,1,1,22864.00,,,,
41,2011,10,45,1,1,19375.00,,,,
41,2011,11,46,1,1,21365.00,,,,
41,2011,11,47,1,1,21042.00,,,,
41,2011,11,48,1,1,36509.00,,,,
41,2011,11,49,1,1,42564.00,,,,
41,2011,12,50,1,1,28771.00,,,,
41,2011,12,51,1,1,28183.00,,,,
41,2011,12,52,1,1,26217.00,,,,
41,2011,12,53,1,1,32590.00,,,,
41,2012,1,1,1,1,9491.00,,,,
41,2012,1,2,1,1,22053.00,,,,
41,2012,1,3,1,1,20328.00,,,,
41,2012,1,4,1,1,8234.00,,,,
41,2012,1,5,1,1,18715.00,,,,
41,2012,1,6,1,1,16495.00,,,,
41,2012,2,7,1,1,14183.00,,,,
41,2012,2,8,1,1,20695.00,,,,
41,2012,2,9,1,1,21536.00,,,,
41,2012,2,10,1,1,20031.00,,,,
41,2012,3,11,1,1,20761.00,,,,
41,2012,3,12,1,1,19694.00,,,,
41,2012,3,13,1,1,19323.00,,,,
41,2012,3,14,1,1,23325.00,,,,
41,2012,4,15,1,1,12936.00,,,,
41,2012,4,16,1,1,21028.00,,,,
43,2011,4,16,1,0,72706.00,,,,
43,2011,4,17,1,0,51454.00,,,,
43,2011,4,18,1,0,92627.00,,,,
43,2011,5,19,1,0,82455.00,,,,
43,2011,5,20,1,0,82787.00,,,,
43,2011,5,21,1,0,84560.00,,,,
43,2011,5,22,1,0,79665.00,,,,
43,2011,5,23,1,0,60487.00,,,,
43,2011,6,24,1,0,110278.00,,,,
43,2011,6,25,1,0,82003.00,,,,
43,2011,6,26,1,0,100843.00,,,,
43,2011,6,27,1,0,82769.00,,,,
43,2011,7,28,1,0,77997.00,,,,
43,2011,7,29,1,0,67931.00,,,,
43,2011,7,30,1,0,75061.00,,,,
43,2011,7,31,1,0,73088.00,,,,
43,2011,8,32,1,0,65505.00,,,,
43,2011,8,33,1,0,90206.00,,,,
43,2011,8,34,1,0,60046.00,,,,
43,2011,8,35,1,0,33037.00,,,,
43,2011,8,36,1,0,52807.00,,,,
43,2011,9,37,1,0,146402.00,,,,
43,2011,9,38,1,0,69299.00,,,,
43,2011,9,39,1,0,65089.00,,,,
43,2011,9,40,1,0,75452.00,,,,
43,2011,10,41,1,0,112616.00,,,,
43,2011,10,42,1,0,107327.00,,,,
43,2011,10,43,1,1,62179.00,,,,
43,2011,10,44,1,1,89272.00,,,,
43,2011,10,45,1,1,62746.00,,,,
43,2011,11,46,1,1,114194.00,,,,
43,2011,11,47,1,1,100399.00,,,,
43,2011,11,48,1,1,126672.00,,,,
43,2011,11,49,1,1,111711.00,,,,
43,2011,12,50,1,1,69616.00,,,,
43,2011,12,51,1,1,85144.00,,,,
43,2011,12,52,1,1,144311.00,,,,
43,2011,12,53,1,1,96790.00,,,,
43,2012,1,1,1,1,27150.00,,,,
43,2012,1,2,1,1,59792.00,,,,
43,2012,1,3,1,1,102574.00,,,,
43,2012,1,4,1,1,71722.00,,,,
43,2012,1,5,1,1,53643.00,,,,
43,2012,1,6,1,1,72984.00,,,,
43,2012,2,7,1,1,41617.00,,,,
43,2012,2,8,1,1,60078.00,,,,
43,2012,2,9,1,1,62916.00,,,,
43,2012,2,10,1,1,71324.00,,,,
43,2012,3,11,1,1,35334.00,,,,
43,2012,3,12,1,1,73917.00,,,,
43,2012,3,13,1,1,83700.00,,,,
43,2012,3,14,1,1,124339.00,,,,
43,2012,4,15,1,1,66252.00,,,,
43,2012,4,16,1,1,66165.00,,,,
45,2011,4,16,1,0,46958.00,,,,
45,2011,4,17,1,0,36553.00,,,,
45,2011,4,18,1,0,93798.00,,,,
45,2011,5,19,1,0,58104.00,,,,
45,2011,5,20,1,0,78116.00,,,,
45,2011,5,21,1,0,71777.00,,,,
45,2011,5,22,1,0,47359.00,,,,
45,2011,5,23,1,0,59624.00,,,,
45,2011,6,24,1,0,60173.00,,,,
45,2011,6,25,1,0,46437.00,,,,
45,2011,6,26,1,0,63771.00,,,,
45,2011,6,27,1,0,89568.00,,,,
45,2011,7,28,1,0,51543.00,,,,
45,2011,7,29,1,0,51019.00,,,,
45,2011,7,30,1,0,63554.00,,,,
45,2011,7,31,1,0,49924.00,,,,
45,2011,8,32,1,0,33107.00,,,,
45,2011,8,33,1,0,43940.00,,,,
45,2011,8,34,1,0,43846.00,,,,
45,2011,8,35,1,0,45384.00,,,,
45,2011,8,36,1,0,42155.00,,,,
45,2011,9,37,1,0,72843.00,,,,
45,2011,9,38,1,0,56573.00,,,,
45,2011,9,39,1,0,47573.00,,,,
45,2011,9,40,1,0,64109.00,,,,
45,2011,10,41,1,0,98133.00,,,,
45,2011,10,42,1,0,110330.00,,,,
45,2011,10,43,1,1,59089.00,,,,
45,2011,10,44,1,1,52342.00,,,,
45,2011,10,45,1,1,45669.00,,,,
45,2011,11,46,1,1,76027.00,,,,
45,2011,11,47,1,1,63123.00,,,,
45,2011,11,48,1,1,82598.00,,,,
45,2011,11,49,1,1,57233.00,,,,
45,2011,12,50,1,1,58797.00,,,,
45,2011,12,51,1,1,99612.00,,,,
45,2011,12,52,1,1,76026.00,,,,
45,2011,12,53,1,1,72735.00,,,,
45,2012,1,1,1,1,19979.00,,,,
45,2012,1,2,1,1,59187.00,,,,
45,2012,1,3,1,1,46812.00,,,,
45,2012,1,4,1,1,45457.00,,,,
45,2012,1,5,1,1,46793.00,,,,
45,2012,1,6,1,1,55693.00,,,,
45,2012,2,7,1,1,37400.00,,,,
45,2012,2,8,1,1,32941.00,,,,
45,2012,2,9,1,1,39807.00,,,,
45,2012,2,10,1,1,47118.00,,,,
45,2012,3,11,1,1,56796.00,,,,
45,2012,3,12,1,1,57650.00,,,,
45,2012,3,13,1,1,45564.00,,,,
45,2012,3,14,1,1,72454.00,,,,
45,2012,4,15,1,1,37565.00,,,,
45,2012,4,16,1,1,46566.00,,,,
47,2011,4,16,0,0,48376.00,,,,
47,2011,4,17,0,0,25882.00,,,,
47,2011,4,18,0,0,43470.00,,,,
47,2011,5,19,0,0,35860.00,,,,
47,2011,5,20,0,0,26792.00,,,,
47,2011,5,21,0,0,40193.00,,,,
47,2011,5,22,0,0,30990.00,,,,
47,2011,5,23,0,0,39770.00,,,,
47,2011,6,24,0,0,27176.00,,,,
47,2011,6,25,0,0,37458.00,,,,
47,2011,6,26,0,0,39910.00,,,,
47,2011,6,27,0,0,42844.00,,,,
47,2011,7,28,0,0,37091.00,,,,
47,2011,7,29,0,0,28803.00,,,,
47,2011,7,30,0,0,39413.00,,,,
47,2011,7,31,0,0,34544.00,,,,
47,2011,8,32,0,0,24514.00,,,,
47,2011,8,33,0,0,39225.00,,,,
47,2011,8,34,0,0,25350.00,,,,
47,2011,8,35,0,0,17213.00,,,,
47,2011,8,36,0,0,39090.00,,,,
47,2011,9,37,0,0,61929.00,,,,
47,2011,9,38,0,0,31811.00,,,,
47,2011,9,39,0,0,40294.00,,,,
47,2011,9,40,0,0,41964.00,,,,
47,2011,10,41,0,0,46230.00,,,,
47,2011,10,42,0,0,76203.00,,,,
